movie_title,movie_id,color,director_id,num_critic_for_reviews,duration,gross,num_voted_users,facenumber_in_poster,plot_keywords,movie_imdb_link,num_user_for_reviews,language,country,content_rating,budget,title_year,imdb_score,aspect_ratio
Spotlight,1895587,Color,898,474.0,128,44988180.0,195333,2,"['cover up', 'investigation', 'journalist', 'newspaper', 'sexual abuse']",http://www.imdb.com/title/tt1895587/?ref_=fn_tt_tt_1,409.0,English,USA,R,20000000.0,2015,8.1,1.85
Lakeview Terrace,947802,Color,843,165.0,110,39263506.0,40469,1,"['interracial couple', 'lapd', 'male nudity', 'neighbor', 'nudity']",http://www.imdb.com/title/tt0947802/?ref_=fn_tt_tt_1,135.0,English,USA,PG-13,22000000.0,2008,6.1,2.35
The Grudge 2,433386,Color,899,131.0,137,39143839.0,38658,0,"['curse', 'ghost', 'haunted house', 'high school', 'schoolgirl']",http://www.imdb.com/title/tt0433386/?ref_=fn_tt_tt_1,284.0,English,USA,PG-13,20000000.0,2006,5.0,1.85
How Stella Got Her Groove Back,120703,Color,608,29.0,124,37672350.0,5427,1,"['female protagonist', 'jamaica', 'six word title', 'tragic event', 'vacation']",http://www.imdb.com/title/tt0120703/?ref_=fn_tt_tt_1,51.0,English,USA,R,20000000.0,1998,5.5,1.85
Bill & Ted's Bogus Journey,101452,Color,431,43.0,93,38037513.0,49680,2,"['battle of the bands', 'bill and ted', 'heaven', 'hell', 'robot']",http://www.imdb.com/title/tt0101452/?ref_=fn_tt_tt_1,117.0,English,USA,PG,20000000.0,1991,6.2,1.85
Man of the Year,483726,Color,267,111.0,115,37442180.0,28005,1,"['campaign', 'election', 'president', 'presidential election', 'satire']",http://www.imdb.com/title/tt0483726/?ref_=fn_tt_tt_1,236.0,English,USA,PG-13,20000000.0,2006,6.2,2.35
The Black Hole,78869,Color,900,90.0,98,0.0,18481,0,"['black hole', 'escape', 'palomino', 'robot', 'scientist']",http://www.imdb.com/title/tt0078869/?ref_=fn_tt_tt_1,230.0,English,USA,PG,20000000.0,1979,5.9,2.35
The American,1440728,Color,901,333.0,105,35596227.0,79461,1,"['ambush', 'assassin', 'priest', 'prostitute', 'sweden']",http://www.imdb.com/title/tt1440728/?ref_=fn_tt_tt_1,463.0,English,USA,R,20000000.0,2010,6.3,2.35
Selena,120094,Color,902,37.0,127,35422828.0,19126,1,"['latin music', 'marriage', 'on tour', 'singer', 'tejano']",http://www.imdb.com/title/tt0120094/?ref_=fn_tt_tt_1,155.0,English,USA,PG,20000000.0,1997,6.7,2.35
Vampires Suck,1666186,Color,692,122.0,82,36658108.0,39095,7,"['cat', 'friend', 'love', 'sheriff', 'teenager']",http://www.imdb.com/title/tt1666186/?ref_=fn_tt_tt_1,187.0,English,USA,PG-13,20000000.0,2010,3.5,1.85
Babel,449467,Color,108,285.0,143,34300771.0,243799,3,"['american', 'destiny', 'mexican border', 'multiple perspectives', 'muslim']",http://www.imdb.com/title/tt0449467/?ref_=fn_tt_tt_1,908.0,English,France,R,25000000.0,2006,7.5,1.85
This Is Where I Leave You,1371150,Color,77,156.0,103,34290142.0,54242,8,"['brother sister relationship', 'childhood home', 'man child', 'sibling', 'vomiting']",http://www.imdb.com/title/tt1371150/?ref_=fn_tt_tt_1,145.0,English,USA,R,19800000.0,2014,6.6,2.35
Doubt,918927,Color,903,293.0,104,33422556.0,99236,0,"['boy', 'catholic', 'nun', 'priest', 'student']",http://www.imdb.com/title/tt0918927/?ref_=fn_tt_tt_1,321.0,English,USA,PG-13,20000000.0,2008,7.5,1.85
Team America: World Police,372588,Color,879,233.0,98,32774834.0,136048,5,"['actor', 'arab stereotype', 'broadway', 'terrorist', 'vomiting']",http://www.imdb.com/title/tt0372588/?ref_=fn_tt_tt_1,700.0,English,USA,R,30000000.0,2004,7.2,2.35
Texas Chainsaw 3D,1572315,Color,658,282.0,92,34334256.0,35131,0,"['chainsaw', 'halloween', 'mansion', 'massacre', 'texas']",http://www.imdb.com/title/tt1572315/?ref_=fn_tt_tt_1,255.0,English,USA,R,11000000.0,2013,4.8,2.35
Copycat,112722,Color,220,57.0,123,32051917.0,42315,0,"['agoraphobia', 'copycat murder', 'detective', 'psychologist', 'serial killer']",http://www.imdb.com/title/tt0112722/?ref_=fn_tt_tt_1,140.0,English,USA,R,20000000.0,1995,6.6,2.35
Scary Movie 5,795461,Color,568,153.0,88,32014289.0,50337,8,"['2010s', 'ape', 'ballet', 'psychic', 'supernatural']",http://www.imdb.com/title/tt0795461/?ref_=fn_tt_tt_1,177.0,English,USA,PG-13,20000000.0,2013,3.5,1.85
Paint Your Wagon,64782,Color,904,20.0,158,0.0,9352,3,"['california', 'farmer', 'gold', 'mining', 'prospector']",http://www.imdb.com/title/tt0064782/?ref_=fn_tt_tt_1,106.0,English,USA,PG-13,20000000.0,1969,6.7,2.35
Milk,1013753,Color,512,324.0,128,31838002.0,136673,1,"['california', 'gay', 'gay activist', 'gay pickup', 'gay rights']",http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1,281.0,English,USA,R,20000000.0,2008,7.6,1.85
Risen,3231054,Color,51,122.0,107,36874745.0,12276,2,"['biblical', 'crucifixion', 'judea', 'resurrection', 'roman soldier']",http://www.imdb.com/title/tt3231054/?ref_=fn_tt_tt_1,117.0,English,USA,PG-13,20000000.0,2016,6.3,2.35
Ghost Ship,288477,Color,905,156.0,91,30079316.0,75920,0,"['decapitation', 'ghost ship', 'passenger', 'severed head', 'torso cut in half']",http://www.imdb.com/title/tt0288477/?ref_=fn_tt_tt_1,474.0,English,USA,R,35000000.0,2002,5.5,1.85
A Very Harold & Kumar 3D Christmas,1268799,Color,906,161.0,90,35033759.0,55008,4,"['christmas', 'christmas tree', 'fire', 'new york city', 'stoner']",http://www.imdb.com/title/tt1268799/?ref_=fn_tt_tt_1,93.0,English,USA,R,19000000.0,2011,6.3,2.35
Wild Things,120890,Color,907,69.0,115,29753944.0,90677,3,"['erotic thriller', 'forbidden sex', 'lesbian sex', 'sex with a student', 'taboo sex']",http://www.imdb.com/title/tt0120890/?ref_=fn_tt_tt_1,389.0,English,USA,R,20000000.0,1998,6.5,2.35
The Stepfather,814335,Color,908,121.0,101,29062561.0,23424,0,"['head dunked in water', 'military school', 'plastic bag', 'playing a video game', 'suffocating']",http://www.imdb.com/title/tt0814335/?ref_=fn_tt_tt_1,119.0,English,USA,PG-13,0.0,2009,5.6,2.35
The Debt,1226753,Color,387,258.0,113,31146570.0,55441,3,"['east berlin', 'kiev ukraine', 'mossad', 'nazi', 'nazi war criminal']",http://www.imdb.com/title/tt1226753/?ref_=fn_tt_tt_1,165.0,English,USA,R,20000000.0,2010,6.9,2.35
High Fidelity,146882,Color,479,174.0,113,27277055.0,143137,0,"['employer employee relationship', 'record store', 'store', 'thirty something', 'vinyl']",http://www.imdb.com/title/tt0146882/?ref_=fn_tt_tt_1,602.0,English,UK,R,20000000.0,2000,7.6,1.85
One Missed Call,479968,Color,909,141.0,87,26876529.0,26624,1,"['death', 'lifting someone into the air', 'telephone', 'telephone call', 'voice mail']",http://www.imdb.com/title/tt0479968/?ref_=fn_tt_tt_1,189.0,English,Japan,PG-13,27000000.0,2008,3.9,1.85
Eye for an Eye,116260,Color,813,31.0,101,53146000.0,9845,1,"['justice', 'rape', 'self defense', 'support group', 'vigilante']",http://www.imdb.com/title/tt0116260/?ref_=fn_tt_tt_1,77.0,English,USA,R,20000000.0,1996,6.1,1.85
The Bank Job,200465,Color,141,222.0,111,30028592.0,152247,0,"['chase', 'heist', 'london england', 'mobster', 'safe deposit']",http://www.imdb.com/title/tt0200465/?ref_=fn_tt_tt_1,189.0,English,UK,R,20000000.0,2008,7.3,2.35
Eternal Sunshine of the Spotless Mind,338013,Color,146,273.0,108,34126138.0,666937,1,"['borderline personality disorder', 'loneliness', 'memory', 'playing against type', 'retrograde narrative']",http://www.imdb.com/title/tt0338013/?ref_=fn_tt_tt_1,1514.0,English,USA,R,20000000.0,2004,8.3,1.85
You Again,1414382,Color,435,91.0,105,25677801.0,41273,6,"['dancing', 'dog', 'flight', 'hostility', 'travel']",http://www.imdb.com/title/tt1414382/?ref_=fn_tt_tt_1,136.0,English,USA,PG,20000000.0,2010,5.8,2.35
Street Kings,421073,Color,48,190.0,109,26415649.0,94892,4,"['captain', 'lapd', 'murder', 'undercover cop', 'violence']",http://www.imdb.com/title/tt0421073/?ref_=fn_tt_tt_1,189.0,English,USA,R,20000000.0,2008,6.8,2.35
The World's End,1213663,Color,219,427.0,109,26003149.0,185587,6,"['alcoholic', 'doppelganger', 'group therapy', 'self mutilation', 'twin actresses for twin sisters']",http://www.imdb.com/title/tt1213663/?ref_=fn_tt_tt_1,401.0,English,UK,R,20000000.0,2013,7.0,2.35
Nancy Drew,479500,Color,910,93.0,99,25584685.0,15877,5,"['chase', 'clue', 'detective', 'movie star', 'murder']",http://www.imdb.com/title/tt0479500/?ref_=fn_tt_tt_1,102.0,English,USA,PG,20000000.0,2007,5.9,2.35
Daybreakers,433362,Color,911,292.0,98,29975979.0,105797,0,"['blood', 'rationing', 'vampire', 'vampire society', 'year 2019']",http://www.imdb.com/title/tt0433362/?ref_=fn_tt_tt_1,281.0,English,Australia,R,20000000.0,2009,6.5,2.35
She's Out of My League,815236,Color,912,180.0,104,31584722.0,101730,1,"['airport', 'airport security', 'confidence', 'iphone', 'love']",http://www.imdb.com/title/tt0815236/?ref_=fn_tt_tt_1,131.0,English,USA,R,20000000.0,2010,6.4,2.35
Monte Carlo,1067774,Color,913,94.0,109,23179303.0,32951,3,"['cell phone', 'hotel', 'misunderstanding', 'monte carlo', 'young woman']",http://www.imdb.com/title/tt1067774/?ref_=fn_tt_tt_1,44.0,English,Hungary,PG,20000000.0,2011,5.8,1.85
Stay Alive,441796,Color,914,112.0,75,23078294.0,25870,0,"['countess', 'game reality crossover', 'ghost', 'group of friends', 'tower']",http://www.imdb.com/title/tt0441796/?ref_=fn_tt_tt_1,281.0,English,USA,PG-13,9000000.0,2006,5.1,2.35
Quigley Down Under,102744,Color,502,20.0,119,21413105.0,15230,1,"['aborigine', 'australian', 'australian aborigine', 'australian outback', 'rancher']",http://www.imdb.com/title/tt0102744/?ref_=fn_tt_tt_1,97.0,English,Australia,PG-13,20000000.0,1990,6.8,2.35
Alpha and Omega,1213012,Color,915,84.0,90,25077977.0,10986,0,"['arranged marriage', 'geese', 'idaho', 'national park', 'park']",http://www.imdb.com/title/tt1213012/?ref_=fn_tt_tt_1,84.0,English,USA,PG,20000000.0,2010,5.3,1.85
The Covenant,475944,Color,191,120.0,97,23292105.0,39541,0,"['family secret', 'friendship between men', 'magic', 'supernatural power', 'teenager']",http://www.imdb.com/title/tt0475944/?ref_=fn_tt_tt_1,334.0,English,USA,PG-13,20000000.0,2006,5.3,2.35
Stick It,430634,Color,916,90.0,103,26870825.0,22604,3,"['coach', 'gymnastics', 'houston texas', 'teenager', 'texas']",http://www.imdb.com/title/tt0430634/?ref_=fn_tt_tt_1,124.0,English,Germany,PG-13,0.0,2006,6.4,1.85
Shorts,1100119,Color,413,103.0,89,20916309.0,5332,4,"['boy', 'family relationships', 'rock', 'twin', 'two headed person']",http://www.imdb.com/title/tt1100119/?ref_=fn_tt_tt_1,37.0,English,USA,PG,40000000.0,2009,4.9,1.85
To Die For,114681,Color,512,59.0,106,21200000.0,34774,0,"['career', 'fame', 'murder', 'new hampshire', 'television']",http://www.imdb.com/title/tt0114681/?ref_=fn_tt_tt_1,162.0,English,USA,R,20000000.0,1995,6.8,1.85
Nerve,3531824,Color,917,86.0,96,28876924.0,4303,0,"['dare', 'game', 'knocked out', 'motorcycle', 'online game']",http://www.imdb.com/title/tt3531824/?ref_=fn_tt_tt_1,35.0,English,USA,PG-13,20000000.0,2016,7.1,0.0
Appaloosa,800308,Color,918,190.0,115,20207003.0,50198,0,"['deputy', 'friend', 'hanging', 'rancher', 'widow']",http://www.imdb.com/title/tt0800308/?ref_=fn_tt_tt_1,202.0,English,USA,R,0.0,2008,6.8,2.35
Vampires,120877,Color,457,114.0,104,20241395.0,42664,0,"['cross', 'relic', 'team', 'vampire', 'vampire hunter']",http://www.imdb.com/title/tt0120877/?ref_=fn_tt_tt_1,403.0,English,USA,R,20000000.0,1998,6.1,2.35
Yu-Gi-Oh! Duel Monsters,249327,Color,107,6.0,24,0.0,12417,0,"['anime', 'based on manga', 'hero', 'surrealism', 'zen']",http://www.imdb.com/title/tt0249327/?ref_=fn_tt_tt_1,51.0,Japanese,Japan,0,0.0,0,7.0,0.0
Psycho,54215, Black and White,919,290.0,108,32000000.0,422432,2,"['money', 'motel', 'rain', 'shower', 'theft']",http://www.imdb.com/title/tt0054215/?ref_=fn_tt_tt_1,1040.0,English,USA,R,806947.0,1960,8.5,1.85
My Best Friend's Girl,1046163,Color,445,80.0,112,19151864.0,36983,3,"['breasts', 'female rear nudity', 'jesus crust pizza parlor', 'thong panties', 'wedding']",http://www.imdb.com/title/tt1046163/?ref_=fn_tt_tt_1,100.0,English,USA,R,40000000.0,2008,5.9,1.85
Endless Love,2318092,Color,920,98.0,104,23393765.0,31323,0,"['brother sister relationship', 'high school graduation', 'love', 'sparkler', 'unfaithful husband']",http://www.imdb.com/title/tt2318092/?ref_=fn_tt_tt_1,76.0,English,USA,PG-13,20000000.0,2014,6.3,2.35
Georgia Rule,791304,Color,283,88.0,113,18882880.0,20539,3,"['alcoholic', 'rules', 'secret', 'summer', 'teenager']",http://www.imdb.com/title/tt0791304/?ref_=fn_tt_tt_1,125.0,English,USA,R,20000000.0,2007,5.9,2.35
Under the Rainbow,83254,Color,921,13.0,98,8500000.0,2061,0,"['assassin', 'hotel', 'japanese tourist', 'secret service', 'wizard of oz']",http://www.imdb.com/title/tt0083254/?ref_=fn_tt_tt_1,34.0,English,USA,PG,20000000.0,1981,5.4,1.78
Ladyhawke,89457,Color,100,52.0,121,0.0,33597,2,"['bishop', 'escape', 'hawk', 'lady', 'thief']",http://www.imdb.com/title/tt0089457/?ref_=fn_tt_tt_1,185.0,English,USA,PG-13,20000000.0,1985,7.0,2.35
Simon Birch,124879,Color,131,60.0,114,18252684.0,18366,2,"['boy', 'christmas', 'christmas pageant', 'friendship', 'illegitimate son']",http://www.imdb.com/title/tt0124879/?ref_=fn_tt_tt_1,219.0,English,USA,PG,30000000.0,1998,6.9,1.85
Reign Over Me,490204,Color,922,154.0,124,19661987.0,83786,2,"['college', 'depression', 'grief', 'mental breakdown', 'post september 11 2001']",http://www.imdb.com/title/tt0490204/?ref_=fn_tt_tt_1,231.0,English,USA,R,20000000.0,2007,7.5,2.35
Into the Wild,758758,Color,499,274.0,148,18352454.0,426359,0,"['alaska', 'based on true story', 'male nudity', 'self discovery', 'wilderness']",http://www.imdb.com/title/tt0758758/?ref_=fn_tt_tt_1,760.0,English,USA,R,15000000.0,2007,8.2,2.35
School for Scoundrels,462519,Color,224,110.0,108,17803796.0,26100,1,"['paintball', 'paintball gun', 'pepper spray', 'tennis', 'what happened to epilogue']",http://www.imdb.com/title/tt0462519/?ref_=fn_tt_tt_1,97.0,English,USA,PG-13,20000000.0,2006,5.9,2.35
Silent Hill: Revelation 3D,938330,Color,923,173.0,95,17529157.0,49888,0,"['18th birthday', 'alternate reality', 'introduction', 'nightmare', 'on the run']",http://www.imdb.com/title/tt0938330/?ref_=fn_tt_tt_1,220.0,English,France,R,20000000.0,2012,5.0,2.35
From Dusk Till Dawn,116367,Color,413,165.0,108,25753840.0,219091,2,"['brother', 'human versus vampire', 'rapist', 'stripper', 'vampire']",http://www.imdb.com/title/tt0116367/?ref_=fn_tt_tt_1,592.0,English,USA,R,19000000.0,1996,7.3,1.85
Pooh's Heffalump Movie,407121,Color,924,45.0,68,18081626.0,4180,0,"['creature', 'forest', 'mother son relationship', 'rabbit', 'winnie the pooh']",http://www.imdb.com/title/tt0407121/?ref_=fn_tt_tt_1,32.0,English,USA,G,20000000.0,2005,6.4,1.85
Home for the Holidays,113321,Color,765,45.0,103,17518220.0,9105,1,"['dinner', 'gay interest', 'gay sibling', 'homosexual', 'thanksgiving']",http://www.imdb.com/title/tt0113321/?ref_=fn_tt_tt_1,76.0,English,USA,PG-13,20000000.0,1995,6.6,1.85
Kung Fu Hustle,373074,Color,925,377.0,99,17104669.0,99353,1,"['1940s', 'axe', 'china', 'gang', 'sign language']",http://www.imdb.com/title/tt0373074/?ref_=fn_tt_tt_1,354.0,Cantonese,Hong Kong,R,20000000.0,2004,7.8,2.35
Fired Up,118315,Color,107,0.0,30,0.0,114,2,['sitcom'],http://www.imdb.com/title/tt0118315/?ref_=fn_tt_tt_1,6.0,English,USA,0,0.0,0,6.7,1.33
The Country Bears,276033,Color,926,43.0,88,16988996.0,3875,1,"['animal in title', 'bear', 'box office flop', 'disney', 'satire']",http://www.imdb.com/title/tt0276033/?ref_=fn_tt_tt_1,75.0,English,USA,G,35000000.0,2002,4.0,1.85
The Kite Runner,419887,Color,12,201.0,128,15797907.0,68119,0,"['afghanistan', 'based on novel', 'boy', 'friend', 'kite']",http://www.imdb.com/title/tt0419887/?ref_=fn_tt_tt_1,230.0,Dari,USA,PG-13,20000000.0,2007,7.6,2.35
21 Grams,315733,Color,108,192.0,124,16248701.0,189683,0,"['accident', 'faith', 'love', 'mathematician', 'nonlinear timeline']",http://www.imdb.com/title/tt0315733/?ref_=fn_tt_tt_1,559.0,English,USA,R,20000000.0,2003,7.7,1.85
Paparazzi,338325,Color,927,77.0,84,15712072.0,13210,0,"['actor', 'coma', 'movie star', 'paparazzi', 'revenge']",http://www.imdb.com/title/tt0338325/?ref_=fn_tt_tt_1,138.0,English,USA,PG-13,20000000.0,2004,5.8,2.35
Twilight,1099212,Color,522,350.0,122,191449475.0,348010,1,"['blood', 'high school', 'love', 'school', 'vampire']",http://www.imdb.com/title/tt1099212/?ref_=fn_tt_tt_1,1535.0,English,USA,PG-13,37000000.0,2008,5.2,2.35
A Guy Thing,295289,Color,928,81.0,101,15408822.0,14147,3,"['bachelor party', 'climbing a tree', 'taxi', 'toilet', 'wedding']",http://www.imdb.com/title/tt0295289/?ref_=fn_tt_tt_1,92.0,English,USA,PG-13,20000000.0,2003,5.6,1.85
Loser,217630,Color,929,81.0,98,15464026.0,23076,2,"['college', 'loser', 'love', 'new york city', 'overdose']",http://www.imdb.com/title/tt0217630/?ref_=fn_tt_tt_1,158.0,English,USA,PG-13,20000000.0,2000,5.3,1.85
Capitalism: A Love Story,1232207,Color,930,222.0,105,14359793.0,35137,0,"['capitalism', 'critique of capitalism', 'investment bank', 'market economy', 'plutocracy']",http://www.imdb.com/title/tt1232207/?ref_=fn_tt_tt_1,188.0,English,USA,R,0.0,2009,7.4,1.85
The Greatest Story Ever Told,59245,Color,931,27.0,225,8000000.0,6484,6,"['70mm film', 'biblical epic', 'faith', 'jewish', 'king herod']",http://www.imdb.com/title/tt0059245/?ref_=fn_tt_tt_1,100.0,English,USA,G,20000000.0,1965,6.6,2.76
Secret in Their Eyes,1741273,Color,932,155.0,111,0.0,20186,0,"['digging a grave', 'grave digging', 'investigator', 'police', 'secret']",http://www.imdb.com/title/tt1741273/?ref_=fn_tt_tt_1,81.0,English,USA,PG-13,19500000.0,2015,6.2,2.35
Disaster Movie,1213644,Color,692,111.0,88,14174654.0,74945,0,"['disaster', 'glass', 'mousetrap', 'natural disaster', 'scatological humor']",http://www.imdb.com/title/tt1213644/?ref_=fn_tt_tt_1,359.0,English,USA,PG-13,25000000.0,2008,1.9,1.85
Armored,913354,Color,542,107.0,88,15988876.0,26236,6,"['armored truck', 'blood splatter', 'die hard scenario', 'guard', 'heist']",http://www.imdb.com/title/tt0913354/?ref_=fn_tt_tt_1,110.0,English,USA,PG-13,27000000.0,2009,5.7,2.35
The Man Who Knew Too Little,120483,Color,220,34.0,94,13801755.0,23928,1,"['assassin', 'bomb', 'dominatrix', 'mistaken identity', 'spy']",http://www.imdb.com/title/tt0120483/?ref_=fn_tt_tt_1,100.0,English,USA,PG,20000000.0,1997,6.6,1.85
What's Your Number?,770703,Color,933,151.0,117,13987482.0,58957,1,"['ex boyfriend', 'morning after', 'prince charming', 'quarrel', 'womanizer']",http://www.imdb.com/title/tt0770703/?ref_=fn_tt_tt_1,91.0,English,USA,R,20000000.0,2011,6.0,1.85
Lockout,1592525,Color,934,289.0,95,14291570.0,82082,2,"['bodyguard', 'maximum security prison', 'outer space', 'president', 'prison']",http://www.imdb.com/title/tt1592525/?ref_=fn_tt_tt_1,236.0,English,France,PG-13,20000000.0,2012,6.1,2.35
Envy,326856,Color,267,76.0,99,12181484.0,26390,1,"['best friend', 'dog', 'envy', 'jealousy', 'neighbor']",http://www.imdb.com/title/tt0326856/?ref_=fn_tt_tt_1,176.0,English,USA,PG-13,40000000.0,2004,4.8,1.85
Crank: High Voltage,1121931,Color,386,150.0,96,13630226.0,112516,0,"['artificial heart', 'heart', 'horse penis', 'prostitute', 'stripper']",http://www.imdb.com/title/tt1121931/?ref_=fn_tt_tt_1,223.0,English,USA,R,20000000.0,2009,6.2,1.85
Bullets Over Broadway,109348,Color,683,67.0,98,13383737.0,29385,4,"['actress', 'bodyguard', 'new york city', 'play', 'playwright']",http://www.imdb.com/title/tt0109348/?ref_=fn_tt_tt_1,86.0,English,USA,R,20000000.0,1994,7.5,1.85
One Night with the King,430431,Color,935,36.0,123,13391174.0,5796,0,"['biblical', 'book of esther', 'esther', 'persia', 'treachery']",http://www.imdb.com/title/tt0430431/?ref_=fn_tt_tt_1,177.0,English,USA,PG,20000000.0,2006,6.3,2.35
The Quiet American,258068,Color,114,149.0,101,12987647.0,24019,2,"['american', 'french', 'saigon', 'vietnam', 'vietnamese']",http://www.imdb.com/title/tt0258068/?ref_=fn_tt_tt_1,199.0,English,UK,R,30000000.0,2002,7.1,2.35
The Weather Man,384680,Color,2,156.0,102,12469811.0,69172,1,"['corndog', 'failure', 'funeral in the rain', 'new york city', 'weatherman']",http://www.imdb.com/title/tt0384680/?ref_=fn_tt_tt_1,316.0,English,USA,R,22000000.0,2005,6.6,1.85
Undisputed,281322, Black and White,372,64.0,94,12398628.0,21542,2,"['boxing', 'fight', 'heavyweight champion', 'iceman', 'prison']",http://www.imdb.com/title/tt0281322/?ref_=fn_tt_tt_1,88.0,English,USA,R,20000000.0,2002,6.1,2.35
Ghost Town,995039,Color,377,210.0,102,13214030.0,60516,3,"['bouquet of roses', 'bright light', 'cardiopulmonary resuscitation', 'ghost', 'white rose']",http://www.imdb.com/title/tt0995039/?ref_=fn_tt_tt_1,147.0,English,USA,PG-13,20000000.0,2008,6.7,1.85
12 Rounds,1160368,Color,191,113.0,108,12232937.0,22823,1,"['2000s', 'detective', 'sadist', 'terrorism', 'terrorist']",http://www.imdb.com/title/tt1160368/?ref_=fn_tt_tt_1,113.0,English,USA,PG-13,22000000.0,2009,5.6,2.35
